0.12,0.01,0.13,0.04,0.04,0.0,0.68,0.57,0.78,0.48,0.24,0.0,0.2,0.02,0.16,0.0,0.72,0.25,0.36,0.11,NO
0.04,0.0,0.15,0.0,0.04,0.0,0.04,0.04,0.81,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.97,ORD
0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,PAR
0.62,0.34,0.61,0.32,0.37,0.32,0.57,0.32,0.72,0.46,0.9,0.08,0.42,0.05,0.32,0.05,0.34,0.05,0.25,0.13,PE
0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,PER
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,PRG
0.32,0.03,0.68,0.45,0.02,0.0,0.88,0.69,0.76,0.43,0.58,0.02,0.79,0.44,0.16,0.0,0.84,0.64,0.13,0.03,RO
0.75,0.66,0.85,0.84,0.29,0.1,0.87,0.8,0.72,0.48,0.87,0.84,0.96,0.96,0.24,0.02,0.88,0.84,0.33,0.24,RU
0.04,0.04,0.37,0.11,0.0,0.0,0.04,0.04,0.89,0.74,0.0,0.0,0.88,0.23,0.0,0.0,0.0,0.0,0.98,0.98,SEA
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,TPE
0.26,0.13,0.25,0.17,0.14,0.11,0.35,0.23,0.76,0.46,0.52,0.16,0.32,0.16,0.27,0.13,0.36,0.22,0.29,0.23,TW
0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.19,0.19,US_CA
0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.53,0.53,0.0,0.0,0.0,0.0,0.19,0.19,US_TX
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,VE
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,WAW
0.33,0.03,1.0,0.8,0.03,0.0,0.03,0.0,0.67,0.17,0.33,0.0,1.0,0.83,0.04,0.0,0.04,0.0,0.8,0.19,WUS
0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,YMQ
0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,YVR
0.5,0.0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,YYC
0.5,0.34,0.71,0.54,0.35,0.34,0.27,0.27,0.83,0.6,0.7,0.22,0.81,0.3,0.25,0.22,0.24,0.22,0.33,0.06,ZA
